0,1,2,3,4,5,6,7,8,9
32,31,2,5,,,,,,
22,20,12,33,36,19,,,,
34,1,2,27,,,,,,
15,11,10,2,20,33,15,8,35,19
3,32,,,,,,,,
24,16,,,,,,,,
33,34,32,36,35,,,,,
17,14,20,,,,,,,
26,12,28,17,10,9,11,7,21,17
35,14,11,,,,,,,
7,9,2,7,,,,,,
20,24,20,18,17,8,31,,,
9,18,5,18,5,17,19,3,,
33,32,18,36,31,13,11,33,35,
9,27,26,24,22,24,,,,
10,28,6,,,,,,,
5,4,35,16,15,3,,,,
22,29,21,12,14,13,24,8,19,
13,2,25,36,33,,,,,
3,27,29,,,,,,,
2,4,5,22,23,25,,,,
32,13,19,10,12,10,12,11,7,
31,2,3,26,27,7,14,16,,
5,27,6,18,,,,,,
34,33,6,35,20,17,21,36,26,
4,,,,,,,,,
9,17,8,13,34,18,17,13,16,
30,,,,,,,,,
9,29,28,15,21,19,13,25,9,
17,10,5,4,2,1,3,2,4,1
6,15,8,15,11,31,21,7,15,13
20,32,,,,,,,,
23,30,1,33,18,7,33,,,
9,23,14,15,3,14,36,,,
30,13,,,,,,,,
24,25,24,23,,,,,,
3,,,,,,,,,
22,24,16,,,,,,,
7,15,22,,,,,,,
7,16,12,2,22,26,10,,,
8,17,8,34,8,22,24,11,,
20,15,13,14,8,,,,,
20,24,14,6,12,21,18,19,21,16
24,26,7,25,,,,,,
12,31,17,10,6,36,19,18,,
1,23,9,19,,,,,,
31,10,18,8,30,22,15,,,
26,7,4,5,34,,,,,
26,22,36,21,31,13,24,,,
14,28,34,30,17,22,12,,,
6,23,25,13,14,,,,,
27,11,16,28,36,33,32,35,36,32
18,2,33,4,24,7,8,10,,
32,18,20,9,2,36,,,,
28,17,9,25,24,28,29,25,,
32,33,26,28,30,32,33,32,25,
25,,,,,,,,,
10,,,,,,,,,
28,26,,,,,,,,
14,15,11,6,13,20,17,1,4,15
28,20,11,13,11,8,6,7,12,
13,15,26,25,13,14,,,,
18,19,10,,,,,,,
5,15,11,29,27,28,5,,,
9,20,24,19,17,25,23,26,5,2
30,33,2,1,30,20,23,25,,
21,12,21,32,25,30,19,24,28,
24,35,28,12,,,,,,
19,8,21,18,,,,,,
29,6,14,24,23,8,1,4,2,
22,1,30,28,36,35,36,11,16,15
16,34,33,35,30,,,,,
11,28,25,5,,,,,,
30,9,20,17,33,11,,,,
9,23,22,33,29,5,24,23,,
22,32,34,3,2,9,28,,,
15,12,32,,,,,,,
32,35,24,14,,,,,,
10,19,15,13,19,,,,,
7,15,22,27,,,,,,
35,34,,,,,,,,
29,18,33,4,3,1,4,34,12,
21,28,30,31,12,22,1,23,29,
12,,,,,,,,,
6,8,12,31,23,,,,,
21,,,,,,,,,
11,22,25,36,30,12,11,27,15,
18,2,25,22,25,13,14,18,,
23,25,24,8,6,,,,,
8,18,28,30,10,19,10,,,
8,6,32,4,3,29,27,,,
25,4,12,32,,,,,,
21,26,35,6,27,29,33,22,23,26
21,34,16,4,,,,,,
20,26,27,6,11,13,26,,,
22,34,,,,,,,,
1,,,,,,,,,
13,27,36,,,,,,,
20,3,,,,,,,,
12,35,,,,,,,,
11,32,33,22,3,23,,,,
36,32,15,12,,,,,,
11,7,,,,,,,,
31,11,7,12,10,,,,,
16,,,,,,,,,
6,31,12,,,,,,,
34,26,29,4,2,29,30,32,,
17,6,19,17,,,,,,
7,2,35,9,22,4,12,6,27,
4,7,21,7,2,,,,,
25,11,32,,,,,,,
6,7,33,,,,,,,
26,29,,,,,,,,
30,28,24,2,,,,,,
32,21,10,23,4,,,,,
10,23,26,24,28,23,2,,,
10,19,33,,,,,,,
4,,,,,,,,,
8,11,15,36,32,35,32,34,,
10,8,7,15,,,,,,
8,31,1,25,27,25,23,,,
26,25,22,8,9,8,6,27,6,
7,34,22,13,30,27,32,33,,
19,8,6,31,8,12,,,,
6,16,27,28,,,,,,
7,13,11,6,7,1,22,,,
14,7,6,30,,,,,,
20,30,24,9,10,2,,,,
26,18,8,16,11,17,10,2,18,
12,11,5,,,,,,,
34,36,16,28,3,18,14,,,
29,16,,,,,,,,
18,16,13,14,,,,,,
22,1,26,28,12,35,8,35,3,
12,23,20,,,,,,,
26,35,30,23,2,19,18,29,21,
17,9,13,15,13,10,,,,
12,14,18,10,9,35,25,26,22,16
11,18,8,14,13,14,11,14,7,
6,16,30,,,,,,,
14,,,,,,,,,
34,4,,,,,,,,
23,22,5,8,15,32,34,13,,
30,31,13,12,18,17,1,,,
6,14,23,34,32,3,27,24,,
22,19,14,13,16,13,6,29,21,
34,22,11,7,28,,,,,
28,34,33,32,13,11,,,,
20,18,10,36,25,,,,,
30,26,25,23,8,2,9,8,16,
4,26,17,12,8,,,,,
9,19,7,12,31,8,11,,,
23,36,33,13,22,,,,,
12,23,1,2,15,18,21,10,12,8
32,17,19,24,29,24,22,14,12,
15,,,,,,,,,
15,6,12,31,,,,,,
5,13,15,8,10,15,14,35,32,
9,30,14,7,34,17,14,,,
29,,,,,,,,,
28,,,,,,,,,
7,8,14,32,33,2,10,21,17,9
24,29,24,1,9,,,,,
15,6,8,22,11,31,,,,
8,13,31,13,29,17,,,,
21,10,17,5,34,12,7,30,31,
9,,,,,,,,,
13,15,13,,,,,,,
16,14,16,35,33,36,,,,
36,16,11,21,20,9,,,,
21,2,10,,,,,,,
32,10,26,34,7,21,7,14,16,11
22,23,22,32,12,,,,,
31,8,14,11,36,32,27,26,17,27
33,5,24,31,28,21,14,10,,
18,19,32,28,35,34,23,5,27,
19,12,27,26,21,18,24,17,,
2,14,25,24,25,21,13,14,20,14
12,,,,,,,,,
18,22,14,11,23,8,17,9,4,16
13,6,35,36,2,19,3,27,31,6
33,30,31,29,25,18,27,24,,
36,35,13,25,,,,,,
8,,,,,,,,,
20,19,,,,,,,,
29,,,,,,,,,
12,31,8,21,32,12,19,,,
8,10,17,36,30,1,14,27,23,10
4,1,14,22,4,36,,,,
30,29,24,27,28,27,30,10,36,
34,36,20,19,18,14,32,23,,
34,7,9,28,30,29,20,,,
36,30,36,,,,,,,
35,15,,,,,,,,
25,31,18,3,6,8,12,5,8,
27,25,23,10,,,,,,
21,35,,,,,,,,
22,1,5,7,9,5,2,17,,
15,13,9,16,9,4,5,23,,
22,2,1,12,27,3,10,2,33,35
32,36,3,5,17,3,6,5,2,31
10,14,13,11,7,,,,,
34,,,,,,,,,
2,14,16,11,,,,,,
31,17,19,17,4,16,15,12,9,32
9,11,19,6,14,,,,,
1,21,,,,,,,,
6,13,35,5,18,11,17,16,10,14
36,16,3,2,,,,,,
2,4,3,27,1,29,22,2,10,18
9,2,23,16,12,27,24,23,33,5
8,6,4,28,29,33,34,35,33,
4,5,26,22,23,1,29,5,4,
21,10,,,,,,,,
20,21,5,7,,,,,,
13,31,8,1,,,,,,
5,3,4,1,10,16,15,,,
4,10,30,8,16,,,,,
15,33,36,28,2,10,28,5,7,
12,2,18,22,31,,,,,
24,31,8,19,29,9,2,,,
25,22,25,22,,,,,,
34,21,24,32,35,33,5,29,4,2
24,4,17,10,33,22,2,,,
27,26,16,14,16,4,19,10,12,
14,23,26,,,,,,,
26,25,22,26,,,,,,
3,,,,,,,,,
15,26,8,19,2,10,12,,,
1,35,25,31,6,16,35,4,15,8
29,,,,,,,,,
1,2,1,27,,,,,,
27,22,13,2,,,,,,
10,26,25,22,25,,,,,
13,15,13,16,14,13,31,13,,
5,12,8,11,,,,,,
9,4,9,,,,,,,
21,7,2,10,12,21,27,,,
18,14,,,,,,,,
19,13,11,13,15,27,28,30,7,
29,16,8,15,11,31,36,25,29,
22,,,,,,,,,
34,28,24,28,29,,,,,
27,22,9,20,1,29,24,26,,
32,36,35,34,16,4,,,,
22,23,15,,,,,,,
18,20,,,,,,,,
34,27,23,,,,,,,
20,9,17,,,,,,,
29,22,16,28,32,4,22,,,
35,36,33,4,29,24,25,10,,
22,27,24,14,25,31,13,,,
26,22,19,10,2,17,29,16,18,26
22,23,22,19,20,4,,,,
26,24,29,27,29,24,10,,,
18,19,6,34,35,36,32,35,,
1,14,8,34,21,31,2,20,4,
14,12,18,26,31,6,29,25,21,13
30,35,26,36,34,35,18,1,17,
20,,,,,,,,,
26,,,,,,,,,
28,3,27,33,,,,,,
9,27,22,3,,,,,,
12,21,18,19,,,,,,
31,21,28,24,18,11,15,14,13,
13,31,11,34,,,,,,
11,,,,,,,,,
13,31,18,31,30,12,11,13,,
5,4,2,6,,,,,,
18,8,30,21,10,7,8,21,8,
33,12,16,34,25,23,29,,,
33,18,14,15,6,25,22,25,11,16
11,6,16,14,4,27,3,33,35,
12,6,12,24,26,27,,,,
32,24,29,24,8,16,13,8,9,
8,18,35,18,8,19,18,28,,
31,12,11,,,,,,,
16,15,16,12,16,13,31,3,26,33
28,30,26,1,,,,,,
12,16,13,36,32,24,29,,,
8,2,10,20,18,15,12,17,18,
4,5,27,34,32,33,24,27,26,
34,19,2,15,11,3,14,20,,
3,,,,,,,,,
6,25,22,9,4,,,,,
7,19,1,28,17,,,,,
9,22,27,24,12,36,11,6,,
10,33,8,26,22,8,,,,
14,17,20,30,28,14,,,,
23,24,26,23,15,14,11,25,19,
24,28,10,12,11,,,,,
7,19,25,27,24,,,,,
7,11,12,,,,,,,
25,26,18,20,6,,,,,
32,8,17,18,,,,,,
9,29,28,23,8,20,18,,,
22,,,,,,,,,
34,32,25,3,27,6,16,17,35,
14,13,22,4,15,22,,,,
15,16,11,,,,,,,
29,33,23,,,,,,,
19,2,14,,,,,,,
7,13,11,,,,,,,
9,21,9,8,24,28,16,19,31,
27,29,6,14,8,7,12,15,16,32
7,12,36,26,9,1,5,,,
13,33,32,35,34,14,,,,
9,6,,,,,,,,
12,,,,,,,,,
18,21,18,19,27,10,1,30,1,
18,20,9,29,15,8,,,,
21,28,27,2,1,17,,,,
11,33,22,,,,,,,
29,24,28,21,12,,,,,
22,25,36,9,,,,,,
35,30,12,17,3,18,8,,,
7,8,13,30,18,10,6,13,,
6,4,33,,,,,,,
26,,,,,,,,,
1,10,19,26,36,1,30,28,,
4,19,15,8,10,17,34,24,,
13,8,23,27,8,12,16,24,21,
22,2,33,1,30,9,1,34,32,20
28,29,23,14,6,11,22,26,,
16,12,30,22,15,31,25,26,23,19
22,24,22,21,,,,,,
28,8,,,,,,,,
8,6,8,26,28,15,5,27,9,
22,25,33,17,2,17,,,,
5,17,,,,,,,,
31,30,,,,,,,,
32,,,,,,,,,
20,5,10,12,21,4,20,13,,
16,14,,,,,,,,
25,8,12,,,,,,,
4,8,7,6,16,18,1,,,
23,21,7,10,9,22,24,23,12,
22,26,24,,,,,,,
11,19,,,,,,,,
6,7,21,,,,,,,
36,35,24,26,27,,,,,
18,31,,,,,,,,
30,1,5,,,,,,,
1,17,34,,,,,,,
11,12,31,12,11,22,7,,,
10,19,18,29,34,19,10,26,33,
36,26,2,,,,,,,
22,23,14,12,,,,,,
30,32,33,36,28,27,23,4,19,
5,4,5,4,15,14,36,32,,
25,,,,,,,,,
18,20,19,17,8,11,22,26,27,3
30,21,16,15,3,36,15,8,17,
19,,,,,,,,,
2,33,5,6,7,6,,,,
26,17,32,36,,,,,,
2,9,26,27,11,5,,,,
30,12,,,,,,,,
8,7,13,6,,,,,,
9,17,12,6,,,,,,
20,19,14,13,,,,,,
22,21,35,32,27,22,36,19,10,
20,9,23,15,8,9,,,,
10,14,8,32,3,24,9,34,,
32,2,29,27,,,,,,
29,7,14,24,6,8,15,13,18,
1,3,34,27,23,5,36,,,
21,17,26,27,20,18,5,23,24,
10,9,30,6,30,33,34,25,23,
27,20,7,,,,,,,
2,1,15,8,31,,,,,
20,2,28,5,29,17,27,,,
12,16,8,5,12,,,,,
11,15,22,20,35,15,32,6,19,8
6,34,16,13,28,16,18,10,8,11
27,22,29,31,24,33,35,32,,
33,,,,,,,,,
29,28,20,9,7,15,4,14,11,27
35,24,,,,,,,,
9,,,,,,,,,
27,29,,,,,,,,
22,32,36,15,29,28,,,,
9,5,,,,,,,,
36,32,5,9,23,25,23,20,9,
24,12,11,12,7,14,1,9,10,
11,16,14,8,15,1,11,31,,
6,7,12,16,24,19,6,13,25,
6,10,8,22,,,,,,
16,15,12,,,,,,,
8,27,29,,,,,,,
13,30,31,11,20,14,15,27,29,28
31,29,28,17,19,29,1,13,16,8
13,24,30,17,,,,,,
2,,,,,,,,,
25,26,15,10,29,31,6,,,
22,25,32,34,36,,,,,
17,32,33,36,32,34,,,,
23,22,11,14,8,,,,,
17,6,31,,,,,,,
29,24,29,26,30,17,8,19,10,12
34,32,33,36,3,25,36,,,
3,,,,,,,,,
20,9,,,,,,,,
29,36,28,21,32,7,21,14,6,8
28,12,17,30,36,,,,,
15,11,13,31,21,12,10,2,1,
31,28,29,25,27,26,,,,
1,33,18,24,,,,,,
34,9,26,2,31,14,11,,,
26,14,1,,,,,,,
22,26,27,32,19,12,17,2,17,8
14,2,35,15,11,,,,,
23,35,8,24,17,10,31,,,
19,26,15,30,,,,,,
11,12,1,5,20,7,,,,
12,,,,,,,,,
18,20,14,13,,,,,,
13,7,8,5,23,27,,,,
8,18,20,,,,,,,
23,1,16,22,28,29,28,17,8,
25,24,23,21,28,34,16,12,30,
10,,,,,,,,,
20,5,19,8,11,16,,,,
17,32,,,,,,,,
11,9,32,33,35,25,33,2,,
26,23,,,,,,,,
2,,,,,,,,,
5,3,18,,,,,,,
12,11,35,31,8,36,,,,
25,26,21,4,2,19,33,,,
27,11,9,8,12,24,10,27,24,23
6,13,15,8,19,,,,,
5,36,33,28,3,,,,,
16,14,8,16,14,15,3,18,21,7
35,33,22,29,25,26,22,25,31,13
5,32,27,19,,,,,,
14,24,6,8,17,,,,,
21,13,6,7,6,2,9,23,15,
29,5,34,35,32,,,,,
36,21,,,,,,,,
7,,,,,,,,,
11,16,3,16,11,7,8,10,19,10
11,6,30,31,18,6,,,,
4,,,,,,,,,
29,24,4,34,11,8,22,,,
17,15,14,20,19,4,6,,,
14,12,14,2,17,8,26,25,,
35,25,32,35,36,6,14,4,1,
4,,,,,,,,,
32,5,16,9,36,35,,,,
5,12,31,8,,,,,,
2,10,18,3,23,25,14,,,
4,3,28,24,,,,,,
13,28,29,16,,,,,,
11,,,,,,,,,
32,35,36,33,,,,,,
13,14,22,7,27,28,13,5,2,
34,,,,,,,,,
19,17,19,10,12,5,13,3,33,
6,7,16,6,23,22,35,5,4,
10,8,13,,,,,,,
24,,,,,,,,,
35,36,25,,,,,,,
1,,,,,,,,,
22,25,,,,,,,,
20,19,18,,,,,,,
35,36,22,36,,,,,,
15,6,14,,,,,,,
20,9,7,12,16,8,,,,
1,3,1,,,,,,,
27,22,13,16,,,,,,
23,36,,,,,,,,
5,,,,,,,,,
22,36,32,16,26,,,,,
18,13,33,26,6,31,32,28,9,32
23,8,18,8,15,6,27,30,,
7,17,19,2,10,27,13,,,
20,,,,,,,,,
10,17,19,8,1,17,13,6,33,7
23,25,23,11,7,11,,,,
3,19,,,,,,,,
1,,,,,,,,,
26,25,,,,,,,,
1,4,33,32,8,35,3,1,,
28,2,1,16,23,18,8,18,8,19
15,12,7,17,,,,,,
28,,,,,,,,,
30,22,26,24,22,,,,,
19,3,29,26,16,18,2,,,
1,22,3,26,23,,,,,
12,21,7,12,17,7,21,24,23,
30,18,19,28,29,34,11,15,11,7
35,2,25,33,,,,,,
5,35,23,20,4,,,,,
1,3,13,33,32,36,11,21,28,22
3,4,,,,,,,,
6,8,7,13,11,12,13,,,
9,20,25,,,,,,,
26,24,36,32,5,8,12,,,
25,23,36,35,,,,,,
12,21,25,31,27,36,,,,
15,13,16,15,12,17,10,18,,
36,3,19,3,,,,,,
7,11,14,34,32,23,,,,
2,,,,,,,,,
3,11,2,5,22,,,,,
26,14,30,28,,,,,,
26,22,27,3,30,1,3,1,,
19,18,21,29,25,29,26,,,
11,17,,,,,,,,
25,24,,,,,,,,
2,1,30,1,8,,,,,
21,9,2,4,5,2,5,16,22,
27,29,,,,,,,,
34,8,,,,,,,,
13,8,14,12,8,13,14,8,15,4
33,35,34,11,,,,,,
23,18,25,26,,,,,,
16,6,3,24,29,25,23,29,28,5
3,18,29,1,10,,,,,
27,33,30,34,,,,,,
32,,,,,,,,,
33,34,,,,,,,,
4,24,25,27,31,8,18,10,17,21
13,,,,,,,,,
22,28,29,10,19,22,28,9,,
30,31,30,1,12,24,26,25,26,
12,,,,,,,,,
13,14,15,17,18,,,,,
14,7,33,21,7,20,3,10,9,
3,29,28,6,35,33,3,7,,
13,18,5,17,26,27,26,24,3,
8,,,,,,,,,
19,8,12,14,6,22,14,12,,
21,28,1,5,21,27,3,13,7,
22,,,,,,,,,
20,24,8,,,,,,,
10,28,25,27,22,13,,,,
12,24,34,3,27,11,5,,,
27,28,27,36,11,8,25,7,23,27
18,23,22,,,,,,,
4,11,10,18,21,18,17,28,8,36
25,20,11,8,,,,,,
8,23,4,23,26,27,26,23,19,
32,24,27,26,25,27,5,9,6,8
11,23,19,3,14,11,8,12,,
25,26,23,24,,,,,,
15,12,,,,,,,,
27,,,,,,,,,
25,10,18,,,,,,,
9,8,31,18,12,15,,,,
36,28,30,12,7,12,,,,
29,26,13,36,35,,,,,
24,13,20,19,6,12,10,,,
3,27,24,27,32,29,28,,,
34,1,2,34,33,32,30,28,3,28
15,16,9,20,3,4,5,3,2,
14,11,7,2,11,12,28,36,20,6
33,35,34,33,19,10,,,,
26,6,18,14,,,,,,
32,,,,,,,,,
15,26,18,,,,,,,
6,27,29,16,7,9,29,,,
35,26,15,12,10,8,6,3,30,
8,25,23,3,5,31,12,4,,
10,22,25,28,12,,,,,
11,8,14,12,6,,,,,
20,1,11,13,16,,,,,
2,4,17,14,11,14,29,,,
21,9,24,27,10,9,24,,,
8,14,,,,,,,,
9,8,9,32,,,,,,
34,1,3,,,,,,,
12,25,,,,,,,,
35,,,,,,,,,
27,25,26,,,,,,,
17,22,16,3,27,5,4,,,
1,8,15,13,15,28,4,2,15,
24,28,27,,,,,,,
9,15,16,,,,,,,
3,1,18,15,3,28,6,15,,
33,8,17,,,,,,,
14,22,23,27,10,18,26,23,27,22
29,3,1,,,,,,,
18,12,17,18,21,7,12,11,,
27,18,20,,,,,,,
4,20,14,22,20,,,,,
16,7,25,27,29,23,,,,
18,6,,,,,,,,
13,6,7,20,18,28,21,,,
22,27,7,11,12,11,13,17,8,
7,9,20,17,18,19,,,,
18,4,5,3,2,,,,,
32,20,19,30,2,3,30,17,,
24,21,18,,,,,,,
19,11,14,,,,,,,
4,,,,,,,,,
17,25,14,31,17,10,23,15,30,
7,8,5,2,10,,,,,
23,31,30,,,,,,,
19,,,,,,,,,
13,6,,,,,,,,
22,5,3,9,17,,,,,
15,36,,,,,,,,
16,11,30,6,12,28,17,18,,
13,7,27,29,23,1,3,9,7,5
13,34,16,11,13,,,,,
25,24,23,29,27,25,6,,,
8,18,19,11,14,16,,,,
35,32,18,10,18,21,8,13,,
17,4,28,10,11,35,3,30,1,32
11,13,30,27,28,15,,,,
23,,,,,,,,,
26,33,18,17,7,9,17,,,
2,36,,,,,,,,
35,36,3,18,23,22,33,35,36,
3,14,29,,,,,,,
35,,,,,,,,,
28,7,13,20,1,,,,,
8,11,16,14,16,28,30,15,35,
17,21,6,14,18,17,8,12,1,6
13,8,27,24,25,31,22,24,36,21
33,17,9,22,7,,,,,
20,9,18,14,15,6,31,,,
6,12,14,12,2,3,11,24,14,6
7,,,,,,,,,
33,35,4,1,35,11,26,36,23,22
28,13,8,,,,,,,
36,,,,,,,,,
23,33,23,16,11,30,21,,,
12,7,6,12,11,4,13,30,,
10,2,9,31,13,33,,,,
8,9,20,28,2,34,9,,,
19,8,9,22,,,,,,
19,20,13,16,,,,,,
12,31,14,24,29,12,6,29,26,
32,17,8,10,,,,,,
19,27,8,18,36,12,16,,,
16,28,18,32,34,,,,,
35,,,,,,,,,
16,33,35,36,1,30,,,,
5,4,20,16,32,8,6,15,6,15
31,27,12,8,12,,,,,
13,24,14,36,1,3,9,,,
23,20,30,31,12,11,14,12,31,
28,17,10,18,10,1,31,,,
18,,,,,,,,,
21,10,,,,,,,,
7,14,32,,,,,,,
9,30,12,15,11,,,,,
30,3,1,30,3,10,8,30,15,
23,20,19,18,25,29,,,,
33,27,20,31,13,1,2,19,1,
9,4,,,,,,,,
5,4,5,21,17,,,,,
30,31,13,17,21,28,9,13,11,12
26,2,9,31,21,28,27,33,,
31,27,23,24,32,,,,,
21,,,,,,,,,
20,9,20,4,3,29,18,19,13,30
31,18,21,8,28,5,4,1,27,
10,14,12,,,,,,,
19,5,16,14,6,14,15,31,,
3,29,25,27,,,,,,
27,5,4,1,2,1,5,,,
5,28,,,,,,,,
30,12,8,13,29,23,24,,,
12,,,,,,,,,
5,11,,,,,,,,
8,21,23,10,,,,,,
26,12,21,7,,,,,,
15,12,15,35,34,3,,,,
19,10,8,14,11,15,33,28,,
7,,,,,,,,,
28,13,14,6,7,13,35,,,
19,,,,,,,,,
35,32,2,19,10,,,,,
2,9,17,35,25,4,5,,,
4,33,32,23,33,5,21,28,26,2
26,25,26,28,30,,,,,
27,,,,,,,,,
34,33,9,10,18,,,,,
24,28,3,9,20,19,5,,,
15,11,35,33,35,33,20,19,,
16,18,24,25,2,4,2,18,12,
11,,,,,,,,,
7,9,,,,,,,,
8,11,10,17,23,32,31,4,5,
35,6,15,,,,,,,
10,17,19,11,1,6,11,,,
19,18,17,,,,,,,
23,3,18,12,15,36,13,11,,
32,,,,,,,,,
33,26,25,29,8,11,8,9,,
16,22,6,8,18,17,12,10,22,
28,27,34,,,,,,,
10,17,20,32,,,,,,
12,35,14,3,4,3,27,,,
22,7,,,,,,,,
12,13,15,13,15,26,3,22,,
2,9,8,11,7,31,36,8,,
22,25,26,22,4,,,,,
10,17,5,18,17,,,,,
7,,,,,,,,,
33,3,16,14,4,33,32,33,5,33
21,10,34,29,,,,,,
16,13,14,11,,,,,,
7,,,,,,,,,
36,8,6,11,7,9,17,14,16,6
7,4,28,21,10,9,27,4,,
31,6,12,6,15,,,,,
34,21,34,,,,,,,
32,7,18,,,,,,,
19,10,8,6,7,32,33,36,,
22,27,29,5,36,34,32,30,5,31
6,13,34,32,4,36,14,6,,
14,33,16,27,13,20,17,,,
3,2,25,24,,,,,,
26,22,25,24,23,,,,,
17,9,29,1,4,35,9,,,
33,35,36,32,,,,,,
22,,,,,,,,,
15,34,,,,,,,,
22,24,9,28,30,,,,,
17,23,25,4,32,13,15,34,28,23
5,,,,,,,,,
29,8,18,19,27,2,32,3,9,6
9,22,20,32,6,7,3,29,,
3,13,4,,,,,,,
7,5,8,33,24,22,,,,
29,,,,,,,,,
18,31,6,,,,,,,
22,3,5,35,3,,,,,
17,19,11,14,25,23,26,32,34,22
29,,,,,,,,,
2,12,7,,,,,,,
22,28,14,27,26,22,,,,
21,30,1,30,31,,,,,
16,4,17,10,11,8,,,,
23,25,26,16,7,13,4,27,14,
24,35,30,1,5,2,17,,,
23,25,23,13,,,,,,
25,26,13,16,28,36,35,34,,
13,30,,,,,,,,
2,4,22,,,,,,,
26,23,5,21,8,14,2,20,,
35,9,8,21,,,,,,
20,14,6,35,32,35,,,,
26,,,,,,,,,
2,,,,,,,,,
35,,,,,,,,,
8,28,11,14,20,17,9,14,16,
21,23,28,,,,,,,
2,30,1,22,31,26,23,25,,
28,24,2,19,1,,,,,
10,,,,,,,,,
6,19,6,30,1,,,,,
9,7,17,35,36,4,3,1,5,
4,5,1,,,,,,,
36,33,29,32,36,33,12,17,,
19,17,19,17,15,11,15,36,2,
13,22,33,12,3,35,,,,
24,27,31,,,,,,,
16,33,34,35,6,24,26,11,,
6,16,11,,,,,,,
15,10,12,11,,,,,,
28,30,31,12,14,8,28,,,
21,8,17,15,,,,,,
19,,,,,,,,,
2,4,10,9,1,24,3,,,
5,31,28,29,7,8,16,36,5,
30,7,22,,,,,,,
18,1,12,,,,,,,
25,18,21,19,17,21,10,,,
14,8,,,,,,,,
11,,,,,,,,,
29,1,9,12,15,13,25,14,,
1,18,17,10,2,1,18,,,
11,12,34,30,26,24,23,,,
1,33,25,26,23,,,,,
11,28,30,28,27,4,18,10,,
4,6,33,11,16,8,9,,,
6,32,21,6,8,,,,,
24,9,12,13,33,35,,,,
4,18,19,17,20,,,,,
15,5,21,8,9,17,18,14,,
15,5,8,,,,,,,
32,34,26,14,16,,,,,
17,8,9,17,18,22,26,32,34,8
20,18,10,2,3,23,26,20,,
24,26,8,,,,,,,
35,,,,,,,,,
21,12,6,31,23,25,7,22,,
32,33,34,25,22,26,13,17,20,
33,7,15,3,5,28,3,27,31,23
4,5,6,1,5,34,16,15,9,
16,6,12,22,12,14,8,28,18,31
9,31,13,11,,,,,,
14,13,7,9,,,,,,
15,,,,,,,,,
7,27,28,14,11,,,,,
9,10,19,20,13,14,4,33,34,
7,6,8,14,12,10,,,,
3,18,21,29,,,,,,
36,,,,,,,,,
6,36,20,32,23,22,8,21,2,
28,27,,,,,,,,
30,5,25,14,6,13,10,31,33,13
29,25,3,8,,,,,,
26,25,5,35,33,34,16,22,24,
1,3,1,28,34,26,,,,
34,32,34,33,30,25,,,,
21,18,1,18,16,,,,,
34,6,7,11,,,,,,
14,30,,,,,,,,
9,,,,,,,,,
20,,,,,,,,,
36,12,3,16,,,,,,
19,20,10,18,32,24,,,,
26,10,33,,,,,,,
34,36,33,,,,,,,
4,33,32,20,,,,,,
30,27,32,34,35,34,,,,
16,34,21,28,,,,,,
26,24,,,,,,,,
17,30,29,10,11,29,12,28,,
36,9,,,,,,,,
20,18,19,,,,,,,
8,31,30,13,12,29,25,13,,
21,13,21,,,,,,,
17,32,34,33,36,35,9,,,
33,4,7,25,27,26,23,8,,
18,1,4,22,1,27,26,23,20,
29,28,11,6,21,3,4,26,,
29,24,19,6,15,,,,,
7,13,31,,,,,,,
20,26,23,2,,,,,,
21,22,25,1,5,1,13,15,10,
5,2,,,,,,,,
28,36,35,34,35,28,30,,,
22,26,27,28,24,7,,,,
1,8,16,26,23,28,30,20,8,
7,,,,,,,,,
22,29,9,,,,,,,
7,16,30,,,,,,,
36,35,29,28,27,12,,,,
13,22,12,11,7,16,32,18,31,32
1,3,2,3,1,,,,,
2,9,19,4,7,27,35,20,,
2,5,2,16,17,9,16,,,
20,,,,,,,,,
30,15,11,14,5,4,1,2,36,
8,11,12,14,13,27,24,,,
34,4,11,16,35,36,34,26,22,
2,5,,,,,,,,
32,33,36,33,,,,,,
16,32,25,22,,,,,,
18,21,36,25,,,,,,
33,32,20,35,,,,,,
20,25,1,31,6,7,,,,
17,35,9,11,,,,,,
13,16,34,33,32,36,26,4,,
26,,,,,,,,,
29,24,1,5,29,20,17,27,,
31,8,5,,,,,,,
20,1,3,1,25,10,23,29,14,
22,25,4,18,19,4,1,9,8,9
1,8,16,12,,,,,,
19,2,1,,,,,,,
7,14,11,15,6,14,7,4,,
22,36,2,,,,,,,
6,11,23,27,23,,,,,
10,,,,,,,,,
25,23,1,,,,,,,
30,24,2,3,13,,,,,
17,21,10,12,17,,,,,
23,,,,,,,,,
18,,,,,,,,,
15,8,7,1,12,6,7,21,25,23
12,4,,,,,,,,
36,21,24,28,6,27,18,,,
30,32,5,,,,,,,
30,16,34,5,2,,,,,
17,19,22,26,20,,,,,
31,7,,,,,,,,
7,10,33,34,9,32,6,,,
6,27,25,9,29,28,4,20,,
12,3,22,34,18,22,5,27,12,
36,35,32,34,15,35,19,32,,
4,,,,,,,,,
17,8,,,,,,,,
24,14,33,36,35,,,,,
22,24,25,31,4,5,2,3,,
24,32,34,18,16,23,16,35,5,22
4,15,14,7,30,27,36,34,6,
25,12,17,31,7,19,25,11,,
22,,,,,,,,,
12,33,34,16,8,12,10,19,18,5
19,7,24,6,12,17,4,17,,
31,2,31,23,8,17,18,1,28,21
